season,started_month,started_day,weekday_type,started_hour_of_day,formatted_hour,member_casual,total_count,avg_duration,avg_distance
Winter,Feb,Wednesday,weekday,0,12 AM,member,100,10.08,1.3
Summer,Jun,Tuesday,weekday,2,2 AM,casual,99,15.16,0.96
Winter,Jan,Friday,weekday,22,10 PM,casual,99,9.68,0.91
Winter,Jan,Tuesday,weekday,22,10 PM,casual,99,10.73,1.17
Spring,Apr,Wednesday,weekday,0,12 AM,casual,99,28.5,1.18
Spring,May,Monday,weekday,3,3 AM,casual,99,20.2,1.32
Summer,Jun,Monday,weekday,3,3 AM,member,98,11.26,1.52
Spring,May,Thursday,weekday,4,4 AM,member,98,10.58,1.64
Winter,Feb,Saturday,weekend,0,12 AM,casual,98,8.12,1.0
Fall,Oct,Thursday,weekday,4,4 AM,member,98,11.05,1.74
Winter,Jan,Wednesday,weekday,22,10 PM,casual,98,8.93,1.08
Fall,Sep,Friday,weekday,4,4 AM,casual,98,11.37,1.61
Winter,Dec,Thursday,weekday,0,12 AM,casual,97,20.43,1.06
Fall,Nov,Sunday,weekend,4,4 AM,member,97,10.74,1.6
Fall,Sep,Tuesday,weekday,4,4 AM,member,97,10.74,1.58
Summer,Jun,Wednesday,weekday,4,4 AM,member,97,12.33,1.57
Winter,Dec,Sunday,weekend,7,7 AM,casual,97,11.05,1.36
Fall,Nov,Thursday,weekday,1,1 AM,member,97,9.69,1.26
Winter,Feb,Monday,weekday,0,12 AM,member,96,10.51,1.05
Winter,Jan,Monday,weekday,21,9 PM,casual,96,16.66,1.0
Fall,Oct,Thursday,weekday,2,2 AM,casual,96,11.09,1.29
Winter,Jan,Thursday,weekday,6,6 AM,casual,96,6.11,0.8
Fall,Nov,Thursday,weekday,1,1 AM,casual,96,17.87,1.48
Spring,Apr,Sunday,weekend,3,3 AM,member,96,9.89,1.43
Fall,Oct,Friday,weekday,4,4 AM,member,96,15.1,1.46
Spring,May,Wednesday,weekday,3,3 AM,member,96,10.44,1.44
Spring,Mar,Sunday,weekend,6,6 AM,casual,96,10.6,1.28
Winter,Dec,Sunday,weekend,3,3 AM,member,95,8.6,1.13
Summer,Jun,Monday,weekday,3,3 AM,casual,95,12.05,1.35
Fall,Sep,Friday,weekday,3,3 AM,member,95,17.58,1.61
Fall,Nov,Friday,weekday,5,5 AM,casual,95,8.35,1.18
Winter,Jan,Wednesday,weekday,23,11 PM,casual,95,22.5,0.98
Fall,Nov,Friday,weekday,2,2 AM,casual,94,10.16,1.3
Summer,Jul,Tuesday,weekday,2,2 AM,casual,94,15.53,1.62
Winter,Jan,Thursday,weekday,22,10 PM,casual,94,15.14,0.9
Fall,Sep,Thursday,weekday,2,2 AM,member,93,10.7,1.28
Fall,Nov,Tuesday,weekday,0,12 AM,casual,93,9.53,1.23
Fall,Nov,Saturday,weekend,4,4 AM,casual,93,7.58,1.04
Summer,Jun,Wednesday,weekday,2,2 AM,casual,93,12.36,1.32
Spring,Mar,Friday,weekday,4,4 AM,member,93,10.11,1.48
Fall,Oct,Wednesday,weekday,4,4 AM,casual,93,11.54,1.18
Spring,Mar,Monday,weekday,23,11 PM,casual,93,10.56,1.06
Spring,Mar,Saturday,weekend,2,2 AM,casual,92,13.62,1.14
Summer,Jun,Friday,weekday,3,3 AM,casual,92,32.65,1.31
Summer,Jun,Friday,weekday,4,4 AM,casual,92,20.39,1.37
Winter,Dec,Friday,weekday,2,2 AM,member,92,8.39,1.12
Winter,Dec,Thursday,weekday,1,1 AM,member,92,13.24,1.18
Fall,Nov,Friday,weekday,3,3 AM,member,92,10.02,1.21
Spring,Apr,Wednesday,weekday,1,1 AM,member,92,9.52,1.14
Summer,Jul,Tuesday,weekday,2,2 AM,member,91,11.05,1.2
Summer,Jun,Thursday,weekday,4,4 AM,casual,91,30.5,1.14
Fall,Nov,Tuesday,weekday,5,5 AM,casual,91,7.94,1.13
Winter,Jan,Sunday,weekend,23,11 PM,member,91,11.65,1.13
Summer,Jul,Tuesday,weekday,3,3 AM,member,91,11.85,1.73
Winter,Feb,Monday,weekday,23,11 PM,casual,91,9.8,1.06
Fall,Sep,Wednesday,weekday,2,2 AM,casual,91,19.26,1.3
Summer,Aug,Thursday,weekday,3,3 AM,member,91,13.66,1.79
Spring,May,Friday,weekday,3,3 AM,member,91,9.75,1.35
Spring,Apr,Tuesday,weekday,1,1 AM,casual,90,20.77,1.06
Spring,Apr,Saturday,weekend,3,3 AM,casual,90,26.22,1.09
Winter,Jan,Wednesday,weekday,0,12 AM,member,90,15.75,1.0
Spring,Apr,Monday,weekday,1,1 AM,member,90,9.8,0.87
Summer,Aug,Thursday,weekday,3,3 AM,casual,90,15.5,1.31
Winter,Jan,Monday,weekday,22,10 PM,casual,89,10.08,0.78
Summer,Jun,Friday,weekday,3,3 AM,member,89,11.77,1.57
Fall,Oct,Wednesday,weekday,3,3 AM,member,89,10.22,1.59
Spring,Apr,Tuesday,weekday,1,1 AM,member,89,8.51,1.28
Summer,Aug,Thursday,weekday,4,4 AM,casual,89,19.29,1.5
Winter,Feb,Friday,weekday,1,1 AM,member,89,8.91,1.2
Spring,Mar,Wednesday,weekday,0,12 AM,casual,88,20.09,0.97
Winter,Jan,Tuesday,weekday,0,12 AM,member,88,12.73,0.92
Winter,Feb,Thursday,weekday,4,4 AM,member,88,9.6,1.4
Summer,Jul,Wednesday,weekday,3,3 AM,member,88,17.01,1.64
Summer,Jul,Thursday,weekday,3,3 AM,casual,88,14.63,1.48
Fall,Oct,Wednesday,weekday,2,2 AM,casual,88,14.09,1.19
Spring,May,Friday,weekday,3,3 AM,casual,88,12.77,1.23
Summer,Jul,Tuesday,weekday,4,4 AM,casual,88,20.86,1.18
Spring,Mar,Monday,weekday,0,12 AM,casual,88,14.61,1.22
Fall,Oct,Tuesday,weekday,2,2 AM,member,87,11.14,1.85
Fall,Oct,Monday,weekday,4,4 AM,member,87,8.1,1.35
Spring,May,Saturday,weekend,4,4 AM,casual,87,19.94,1.74
Summer,Aug,Wednesday,weekday,2,2 AM,casual,87,12.89,1.29
Winter,Dec,Friday,weekday,5,5 AM,casual,87,9.17,0.97
Winter,Jan,Thursday,weekday,0,12 AM,member,86,8.7,0.92
Summer,Jul,Monday,weekday,3,3 AM,member,86,10.36,1.56
Spring,Mar,Tuesday,weekday,4,4 AM,member,85,9.34,1.42
Spring,Mar,Sunday,weekend,5,5 AM,member,85,9.77,1.35
Spring,Mar,Tuesday,weekday,0,12 AM,member,85,9.88,1.18
Summer,Aug,Monday,weekday,2,2 AM,member,85,13.0,1.73
Spring,Apr,Monday,weekday,1,1 AM,casual,85,14.07,1.09
Fall,Nov,Monday,weekday,1,1 AM,casual,84,22.85,1.38
Winter,Jan,Monday,weekday,6,6 AM,casual,84,12.52,1.02
Summer,Aug,Tuesday,weekday,4,4 AM,casual,84,13.96,1.46
Fall,Nov,Friday,weekday,4,4 AM,member,83,15.43,1.28
Summer,Jul,Thursday,weekday,3,3 AM,member,83,14.09,1.74
Fall,Oct,Monday,weekday,2,2 AM,member,83,9.72,1.35
Spring,Apr,Wednesday,weekday,5,5 AM,casual,83,7.59,0.99
Winter,Jan,Saturday,weekend,2,2 AM,member,83,8.59,1.06
Winter,Dec,Monday,weekday,23,11 PM,casual,83,10.6,1.09
Winter,Dec,Friday,weekday,3,3 AM,member,83,9.56,1.35
Spring,May,Thursday,weekday,2,2 AM,member,83,10.63,1.32
Fall,Nov,Monday,weekday,5,5 AM,casual,83,8.98,1.24
Winter,Dec,Saturday,weekend,3,3 AM,casual,83,11.91,1.32
Fall,Nov,Wednesday,weekday,4,4 AM,member,82,7.92,1.12
Winter,Dec,Monday,weekday,5,5 AM,casual,82,8.94,1.02
Winter,Feb,Tuesday,weekday,23,11 PM,casual,82,9.69,1.03
Fall,Nov,Friday,weekday,2,2 AM,member,82,12.17,1.46
Winter,Feb,Saturday,weekend,1,1 AM,casual,82,12.35,0.95
Spring,Apr,Friday,weekday,1,1 AM,casual,82,25.03,1.3
Fall,Oct,Thursday,weekday,2,2 AM,member,82,9.91,1.29
Winter,Feb,Sunday,weekend,8,8 AM,casual,81,13.82,1.02
Spring,Mar,Sunday,weekend,4,4 AM,member,81,9.38,1.34
Fall,Nov,Tuesday,weekday,0,12 AM,member,81,7.81,1.05
Fall,Oct,Wednesday,weekday,2,2 AM,member,81,9.32,1.27
Fall,Oct,Tuesday,weekday,4,4 AM,casual,81,8.77,1.02
Spring,May,Wednesday,weekday,2,2 AM,casual,81,13.32,1.2
Winter,Feb,Monday,weekday,6,6 AM,casual,81,16.6,1.24
Spring,Apr,Wednesday,weekday,4,4 AM,member,81,9.82,1.6
Summer,Jul,Wednesday,weekday,2,2 AM,member,80,13.12,1.51
Summer,Jul,Wednesday,weekday,4,4 AM,casual,80,13.92,1.16
Summer,Jul,Wednesday,weekday,3,3 AM,casual,80,12.11,1.56
Spring,Mar,Monday,weekday,5,5 AM,casual,80,6.91,1.01
Winter,Jan,Tuesday,weekday,6,6 AM,casual,80,7.07,0.9
Summer,Jul,Thursday,weekday,4,4 AM,casual,80,16.98,1.53
Summer,Aug,Wednesday,weekday,2,2 AM,member,80,9.53,1.18
Fall,Sep,Friday,weekday,3,3 AM,casual,79,16.17,1.78
Fall,Oct,Saturday,weekend,4,4 AM,member,79,16.55,1.67
Winter,Jan,Sunday,weekend,1,1 AM,member,79,8.98,1.07
Winter,Feb,Thursday,weekday,0,12 AM,casual,79,12.13,0.99
Spring,May,Friday,weekday,4,4 AM,casual,79,10.77,1.35
Spring,Mar,Saturday,weekend,5,5 AM,member,79,11.67,1.46
Spring,May,Monday,weekday,3,3 AM,member,78,10.27,1.34
Winter,Dec,Sunday,weekend,5,5 AM,member,78,11.28,1.32
Winter,Dec,Thursday,weekday,4,4 AM,member,78,9.18,1.51
Spring,Apr,Sunday,weekend,6,6 AM,casual,78,13.48,1.39
Winter,Jan,Sunday,weekend,19,7 PM,casual,77,11.41,0.87
Spring,Apr,Saturday,weekend,4,4 AM,member,77,11.14,1.57
Summer,Jun,Wednesday,weekday,3,3 AM,casual,77,12.73,1.46
Fall,Nov,Thursday,weekday,5,5 AM,casual,77,8.2,1.25
Spring,Apr,Thursday,weekday,5,5 AM,casual,77,8.19,1.2
Summer,Jul,Thursday,weekday,4,4 AM,member,77,10.67,1.38
Winter,Jan,Sunday,weekend,20,8 PM,casual,77,11.44,0.9
Summer,Jun,Wednesday,weekday,4,4 AM,casual,76,38.19,1.43
Spring,Apr,Friday,weekday,5,5 AM,casual,76,11.98,1.2
Spring,Mar,Thursday,weekday,0,12 AM,casual,76,10.73,0.97
Summer,Jun,Monday,weekday,4,4 AM,casual,76,12.3,1.42
Winter,Dec,Friday,weekday,4,4 AM,member,76,14.59,1.59
Fall,Oct,Friday,weekday,3,3 AM,member,75,11.59,1.81
Spring,Mar,Monday,weekday,1,1 AM,member,75,9.76,1.19
Spring,Apr,Sunday,weekend,4,4 AM,member,75,11.13,1.49
Winter,Feb,Sunday,weekend,23,11 PM,casual,75,12.22,1.16
Spring,Mar,Thursday,weekday,1,1 AM,member,75,8.26,0.97
Summer,Aug,Tuesday,weekday,2,2 AM,member,74,10.63,1.05
Summer,Jun,Thursday,weekday,3,3 AM,casual,74,21.28,1.59
Spring,Mar,Friday,weekday,2,2 AM,member,74,8.41,1.04
Fall,Sep,Wednesday,weekday,4,4 AM,casual,73,7.3,1.24
Summer,Jun,Monday,weekday,2,2 AM,member,73,11.54,1.6
Fall,Sep,Wednesday,weekday,2,2 AM,member,73,27.09,1.32
Winter,Dec,Wednesday,weekday,1,1 AM,member,73,9.23,1.24
Winter,Jan,Sunday,weekend,21,9 PM,casual,73,10.07,1.09
Fall,Nov,Tuesday,weekday,4,4 AM,member,73,8.86,1.2
Winter,Jan,Thursday,weekday,23,11 PM,casual,73,10.06,1.08
Summer,Jul,Tuesday,weekday,3,3 AM,casual,73,11.22,1.39
Winter,Jan,Sunday,weekend,22,10 PM,casual,73,6.79,0.87
Fall,Nov,Thursday,weekday,2,2 AM,casual,73,9.28,1.13
Spring,Mar,Saturday,weekend,3,3 AM,member,73,12.99,1.56
Winter,Jan,Wednesday,weekday,4,4 AM,member,73,9.81,1.24
Winter,Dec,Wednesday,weekday,0,12 AM,casual,72,10.67,1.02
Winter,Feb,Friday,weekday,0,12 AM,casual,72,10.27,1.18
Winter,Feb,Tuesday,weekday,4,4 AM,member,72,20.84,1.49
Summer,Aug,Wednesday,weekday,4,4 AM,casual,72,11.07,1.25
Winter,Dec,Thursday,weekday,5,5 AM,casual,71,6.0,0.86
Spring,May,Thursday,weekday,3,3 AM,member,71,11.28,1.63
Fall,Sep,Tuesday,weekday,2,2 AM,member,71,14.11,1.85
Fall,Oct,Monday,weekday,3,3 AM,member,71,8.08,1.43
Spring,May,Tuesday,weekday,2,2 AM,casual,71,15.38,1.14
Spring,Mar,Wednesday,weekday,5,5 AM,casual,71,8.11,1.08
Fall,Sep,Thursday,weekday,4,4 AM,casual,71,30.32,1.65
Spring,Apr,Monday,weekday,5,5 AM,casual,71,8.28,1.11
Spring,Mar,Friday,weekday,5,5 AM,casual,71,7.74,1.11
Spring,Mar,Friday,weekday,1,1 AM,casual,70,13.99,0.88
Summer,Jun,Tuesday,weekday,2,2 AM,member,70,11.89,1.14
Fall,Oct,Monday,weekday,2,2 AM,casual,70,8.51,1.09
Summer,Aug,Tuesday,weekday,3,3 AM,member,70,18.59,1.63
Winter,Jan,Thursday,weekday,4,4 AM,member,70,9.31,1.4
Fall,Oct,Thursday,weekday,4,4 AM,casual,70,10.21,1.2
Winter,Dec,Sunday,weekend,4,4 AM,member,70,12.6,1.6
Summer,Jun,Wednesday,weekday,3,3 AM,member,70,12.83,1.53
Winter,Dec,Sunday,weekend,3,3 AM,casual,70,28.67,1.25
Fall,Sep,Tuesday,weekday,2,2 AM,casual,69,9.9,1.24
Winter,Jan,Saturday,weekend,21,9 PM,casual,69,10.29,0.98
Summer,Jun,Thursday,weekday,3,3 AM,member,69,12.56,1.89
Winter,Jan,Sunday,weekend,6,6 AM,member,69,9.54,1.16
Winter,Dec,Saturday,weekend,6,6 AM,casual,69,8.51,1.09
Summer,Aug,Wednesday,weekday,3,3 AM,member,69,12.68,1.76
Winter,Jan,Saturday,weekend,20,8 PM,casual,69,28.07,0.89
Winter,Jan,Friday,weekday,6,6 AM,casual,69,10.26,0.98
Winter,Jan,Saturday,weekend,1,1 AM,casual,68,19.75,1.05
Spring,Mar,Wednesday,weekday,1,1 AM,member,68,10.58,1.36
Fall,Nov,Sunday,weekend,5,5 AM,casual,68,10.25,1.48
Fall,Nov,Monday,weekday,2,2 AM,member,68,11.74,1.15
Spring,Apr,Friday,weekday,4,4 AM,member,68,10.07,1.47
Fall,Oct,Friday,weekday,4,4 AM,casual,68,13.64,1.26
Winter,Dec,Saturday,weekend,4,4 AM,member,67,9.59,1.16
Winter,Jan,Saturday,weekend,0,12 AM,casual,67,12.05,1.14
Fall,Nov,Monday,weekday,4,4 AM,member,67,9.42,1.48
Fall,Nov,Wednesday,weekday,1,1 AM,casual,67,15.7,1.54
Fall,Nov,Friday,weekday,4,4 AM,casual,67,9.61,1.17
Fall,Oct,Tuesday,weekday,3,3 AM,casual,67,10.64,1.12
Winter,Jan,Saturday,weekend,8,8 AM,casual,67,14.16,0.98
Winter,Dec,Wednesday,weekday,5,5 AM,casual,67,7.61,1.09
Fall,Sep,Thursday,weekday,3,3 AM,casual,66,13.56,1.25
Spring,Apr,Wednesday,weekday,1,1 AM,casual,66,15.02,0.92
Fall,Oct,Thursday,weekday,3,3 AM,member,66,13.58,2.01
Winter,Feb,Sunday,weekend,2,2 AM,casual,65,53.35,2.38
Spring,Mar,Friday,weekday,3,3 AM,member,65,8.89,1.05
Winter,Jan,Saturday,weekend,23,11 PM,casual,65,8.06,1.03
Winter,Dec,Sunday,weekend,6,6 AM,casual,64,9.39,0.93
Spring,Apr,Friday,weekday,2,2 AM,member,64,6.96,0.96
Winter,Dec,Tuesday,weekday,0,12 AM,casual,64,11.26,1.29
Winter,Feb,Sunday,weekend,7,7 AM,casual,63,13.99,1.42
Spring,Mar,Thursday,weekday,4,4 AM,member,63,8.36,1.1
Spring,Apr,Sunday,weekend,4,4 AM,casual,63,13.93,1.41
Winter,Feb,Saturday,weekend,2,2 AM,member,63,11.45,1.21
Fall,Sep,Thursday,weekday,3,3 AM,member,63,16.61,1.96
Winter,Dec,Sunday,weekend,4,4 AM,casual,63,11.46,1.08
Winter,Jan,Monday,weekday,23,11 PM,casual,63,9.72,0.9
Fall,Sep,Tuesday,weekday,4,4 AM,casual,63,9.04,1.24
Spring,May,Wednesday,weekday,2,2 AM,member,62,10.63,1.23
Summer,Jun,Wednesday,weekday,2,2 AM,member,62,9.59,1.36
Spring,Mar,Saturday,weekend,4,4 AM,member,62,10.61,1.18
Winter,Feb,Friday,weekday,4,4 AM,member,62,9.7,1.49
Winter,Jan,Sunday,weekend,8,8 AM,casual,62,11.87,1.15
Spring,May,Monday,weekday,4,4 AM,casual,62,13.68,1.28
Summer,Aug,Tuesday,weekday,3,3 AM,casual,62,23.68,1.77
Fall,Nov,Wednesday,weekday,3,3 AM,member,61,12.95,1.6
Winter,Dec,Monday,weekday,1,1 AM,member,61,8.75,1.08
Spring,Mar,Friday,weekday,2,2 AM,casual,61,12.78,1.13
Fall,Oct,Tuesday,weekday,3,3 AM,member,61,10.85,1.52
Fall,Nov,Tuesday,weekday,1,1 AM,member,60,7.24,1.15
Fall,Oct,Thursday,weekday,3,3 AM,casual,60,9.79,1.5
Winter,Feb,Thursday,weekday,1,1 AM,member,60,9.5,1.14
Winter,Feb,Friday,weekday,5,5 AM,casual,60,8.5,1.12
Spring,Apr,Friday,weekday,3,3 AM,member,60,10.01,1.42
Summer,Jun,Tuesday,weekday,3,3 AM,casual,60,31.46,1.5
Winter,Feb,Monday,weekday,1,1 AM,member,60,10.62,1.14
Spring,Mar,Thursday,weekday,5,5 AM,casual,60,26.43,0.9
Winter,Feb,Monday,weekday,5,5 AM,casual,60,35.47,0.98
Winter,Feb,Saturday,weekend,7,7 AM,casual,59,16.82,1.24
Spring,Apr,Tuesday,weekday,2,2 AM,member,59,9.1,1.14
Winter,Dec,Monday,weekday,0,12 AM,casual,59,15.37,1.09
Winter,Dec,Tuesday,weekday,5,5 AM,casual,59,6.59,0.92
Winter,Jan,Tuesday,weekday,4,4 AM,member,59,9.96,1.27
Spring,Mar,Wednesday,weekday,4,4 AM,member,59,9.43,1.58
Spring,Apr,Thursday,weekday,1,1 AM,member,59,10.56,1.28
Fall,Nov,Wednesday,weekday,2,2 AM,casual,59,14.44,1.24
Winter,Feb,Wednesday,weekday,5,5 AM,casual,59,20.6,1.06
Winter,Jan,Monday,weekday,4,4 AM,member,58,9.3,1.36
Winter,Dec,Thursday,weekday,1,1 AM,casual,58,10.51,1.0
Winter,Jan,Sunday,weekend,0,12 AM,casual,58,26.56,0.84
Spring,Apr,Monday,weekday,2,2 AM,member,58,9.63,0.92
Spring,May,Tuesday,weekday,3,3 AM,member,58,12.46,1.27
Fall,Sep,Tuesday,weekday,3,3 AM,casual,57,26.73,1.57
Summer,Aug,Wednesday,weekday,3,3 AM,casual,57,31.0,1.83
Winter,Dec,Wednesday,weekday,4,4 AM,member,57,8.15,1.28
Winter,Feb,Thursday,weekday,5,5 AM,casual,57,13.86,1.02
Winter,Jan,Saturday,weekend,22,10 PM,casual,57,10.27,1.11
Winter,Jan,Tuesday,weekday,23,11 PM,casual,57,26.87,0.9
Spring,Apr,Thursday,weekday,1,1 AM,casual,57,7.89,1.0
Winter,Feb,Monday,weekday,4,4 AM,member,57,23.99,1.64
Winter,Dec,Friday,weekday,2,2 AM,casual,57,10.29,0.97
Spring,Mar,Tuesday,weekday,5,5 AM,casual,56,8.37,1.0
Fall,Nov,Thursday,weekday,4,4 AM,member,56,7.36,1.13
Winter,Dec,Tuesday,weekday,4,4 AM,member,56,9.28,1.49
Winter,Jan,Friday,weekday,4,4 AM,member,56,12.27,1.71
Spring,May,Tuesday,weekday,2,2 AM,member,56,12.78,1.32
Fall,Nov,Saturday,weekend,5,5 AM,casual,56,9.4,1.35
Spring,Apr,Sunday,weekend,5,5 AM,casual,55,11.52,1.3
Winter,Feb,Wednesday,weekday,4,4 AM,member,55,11.3,1.74
Spring,Mar,Sunday,weekend,5,5 AM,casual,55,13.1,1.75
Winter,Dec,Monday,weekday,4,4 AM,member,55,11.5,1.34
Winter,Jan,Wednesday,weekday,5,5 AM,casual,55,7.68,1.04
Fall,Nov,Thursday,weekday,2,2 AM,member,55,8.46,1.2
Winter,Jan,Friday,weekday,1,1 AM,member,55,9.69,1.05
Winter,Feb,Sunday,weekend,3,3 AM,member,54,10.08,1.24
Spring,Apr,Thursday,weekday,4,4 AM,member,54,9.28,1.27
Fall,Oct,Wednesday,weekday,3,3 AM,casual,54,8.98,1.38
Spring,May,Thursday,weekday,3,3 AM,casual,54,18.7,1.28
Fall,Nov,Friday,weekday,3,3 AM,casual,54,12.31,1.22
Fall,Nov,Monday,weekday,3,3 AM,member,54,12.51,1.63
Fall,Nov,Thursday,weekday,3,3 AM,member,54,8.05,1.28
Winter,Feb,Friday,weekday,1,1 AM,casual,54,32.88,1.11
Winter,Feb,Sunday,weekend,1,1 AM,casual,54,9.77,0.96
Spring,Apr,Friday,weekday,2,2 AM,casual,53,10.11,1.2
Winter,Dec,Thursday,weekday,2,2 AM,member,53,10.04,1.14
Winter,Jan,Sunday,weekend,2,2 AM,member,53,9.37,1.04
Spring,Mar,Monday,weekday,1,1 AM,casual,53,16.68,1.35
Spring,Mar,Tuesday,weekday,0,12 AM,casual,52,12.82,1.14
Spring,Mar,Tuesday,weekday,1,1 AM,member,52,10.6,1.09
Winter,Jan,Monday,weekday,3,3 AM,member,51,12.5,1.32
Spring,Apr,Saturday,weekend,4,4 AM,casual,51,10.96,1.09
Spring,Apr,Wednesday,weekday,2,2 AM,member,51,7.91,0.93
Fall,Sep,Wednesday,weekday,3,3 AM,member,51,10.35,1.67
Fall,Nov,Wednesday,weekday,2,2 AM,member,51,10.63,1.3
Spring,Apr,Monday,weekday,3,3 AM,member,51,8.4,1.26
Fall,Nov,Wednesday,weekday,4,4 AM,casual,50,11.97,1.1
Fall,Sep,Tuesday,weekday,3,3 AM,member,50,23.9,1.71
Spring,Mar,Sunday,weekend,4,4 AM,casual,50,17.97,1.23
Fall,Oct,Friday,weekday,3,3 AM,casual,50,9.76,1.2
Winter,Jan,Wednesday,weekday,1,1 AM,member,49,10.14,0.96
Fall,Sep,Wednesday,weekday,3,3 AM,casual,49,16.52,1.47
Spring,May,Thursday,weekday,4,4 AM,casual,49,9.04,1.1
Winter,Feb,Tuesday,weekday,1,1 AM,member,49,9.86,1.07
Spring,Apr,Thursday,weekday,2,2 AM,member,49,18.35,1.17
Winter,Jan,Friday,weekday,0,12 AM,casual,49,11.67,0.99
Winter,Feb,Friday,weekday,2,2 AM,member,48,12.22,1.25
Winter,Feb,Tuesday,weekday,5,5 AM,casual,48,6.73,0.96
Spring,Mar,Saturday,weekend,6,6 AM,casual,48,19.9,1.21
Winter,Feb,Wednesday,weekday,2,2 AM,member,48,10.29,1.17
Spring,Mar,Wednesday,weekday,1,1 AM,casual,48,22.33,1.14
Spring,Apr,Wednesday,weekday,3,3 AM,member,48,9.63,1.38
Winter,Feb,Wednesday,weekday,1,1 AM,member,47,10.0,1.06
Spring,Apr,Tuesday,weekday,2,2 AM,casual,47,11.86,1.39
Spring,Apr,Tuesday,weekday,3,3 AM,member,47,12.84,1.69
Fall,Nov,Monday,weekday,2,2 AM,casual,47,9.19,1.09
Summer,Jun,Tuesday,weekday,4,4 AM,casual,47,42.48,1.33
Winter,Feb,Saturday,weekend,3,3 AM,member,47,7.27,0.81
Spring,Mar,Thursday,weekday,1,1 AM,casual,46,10.06,1.01
Spring,May,Wednesday,weekday,3,3 AM,casual,46,8.69,1.09
Winter,Feb,Saturday,weekend,5,5 AM,member,46,12.08,1.39
Spring,Mar,Thursday,weekday,2,2 AM,casual,45,8.93,1.0
Winter,Dec,Saturday,weekend,4,4 AM,casual,45,9.63,1.22
Winter,Jan,Sunday,weekend,1,1 AM,casual,45,60.6,0.81
Spring,Apr,Monday,weekday,2,2 AM,casual,45,12.18,1.25
Spring,May,Tuesday,weekday,4,4 AM,casual,45,13.37,1.08
Fall,Oct,Monday,weekday,3,3 AM,casual,45,9.19,1.31
Spring,Mar,Thursday,weekday,2,2 AM,member,45,8.76,1.18
Winter,Jan,Monday,weekday,5,5 AM,casual,44,9.11,1.15
Winter,Feb,Sunday,weekend,5,5 AM,member,44,11.74,1.41
Spring,Mar,Saturday,weekend,3,3 AM,casual,44,15.29,1.29
Winter,Dec,Wednesday,weekday,1,1 AM,casual,44,12.82,1.02
Spring,Apr,Saturday,weekend,5,5 AM,casual,44,12.12,1.35
Fall,Nov,Tuesday,weekday,2,2 AM,member,43,10.41,1.21
Spring,May,Tuesday,weekday,3,3 AM,casual,43,19.46,1.56
Spring,Mar,Thursday,weekday,3,3 AM,member,43,12.04,1.54
Spring,May,Wednesday,weekday,4,4 AM,casual,43,12.48,1.51
Winter,Jan,Sunday,weekend,23,11 PM,casual,42,9.13,0.86
Fall,Oct,Monday,weekday,4,4 AM,casual,42,8.6,1.02
Winter,Dec,Sunday,weekend,5,5 AM,casual,42,8.56,1.2
Fall,Nov,Tuesday,weekday,1,1 AM,casual,42,8.46,1.23
Spring,Apr,Wednesday,weekday,2,2 AM,casual,41,27.12,1.12
Winter,Dec,Tuesday,weekday,1,1 AM,member,41,11.83,1.4
Winter,Feb,Saturday,weekend,2,2 AM,casual,41,10.27,1.13
Winter,Feb,Monday,weekday,0,12 AM,casual,41,10.37,1.13
Winter,Dec,Monday,weekday,2,2 AM,member,40,8.82,1.08
Winter,Jan,Thursday,weekday,5,5 AM,casual,40,6.82,0.87
Winter,Feb,Saturday,weekend,4,4 AM,member,40,9.95,1.35
Summer,Jun,Tuesday,weekday,3,3 AM,member,40,13.39,2.0
Winter,Feb,Wednesday,weekday,0,12 AM,casual,39,10.3,1.07
Winter,Jan,Saturday,weekend,5,5 AM,member,39,20.62,1.23
Winter,Feb,Sunday,weekend,3,3 AM,casual,39,69.31,1.19
Winter,Dec,Wednesday,weekday,2,2 AM,member,39,9.17,1.0
Spring,Apr,Tuesday,weekday,3,3 AM,casual,39,14.19,1.55
Spring,Apr,Monday,weekday,3,3 AM,casual,39,9.7,1.09
Winter,Feb,Sunday,weekend,4,4 AM,member,39,11.43,1.52
Winter,Jan,Wednesday,weekday,0,12 AM,casual,38,12.32,1.06
Fall,Nov,Thursday,weekday,4,4 AM,casual,38,7.13,0.9
Spring,Apr,Tuesday,weekday,4,4 AM,casual,38,9.86,1.15
Winter,Jan,Thursday,weekday,3,3 AM,member,37,15.22,1.11
Spring,Mar,Wednesday,weekday,3,3 AM,member,37,12.7,1.88
Spring,Apr,Thursday,weekday,2,2 AM,casual,37,11.43,1.19
Winter,Dec,Saturday,weekend,5,5 AM,casual,37,15.24,0.99
Winter,Jan,Friday,weekday,3,3 AM,member,37,10.36,1.13
Fall,Nov,Monday,weekday,3,3 AM,casual,37,9.6,1.24
Winter,Feb,Thursday,weekday,2,2 AM,member,37,50.38,1.19
Winter,Dec,Wednesday,weekday,3,3 AM,member,36,8.66,1.32
Spring,Apr,Friday,weekday,4,4 AM,casual,36,7.83,0.95
Winter,Jan,Sunday,weekend,3,3 AM,member,36,8.02,0.94
Fall,Nov,Wednesday,weekday,3,3 AM,casual,36,15.13,1.12
Winter,Feb,Thursday,weekday,3,3 AM,member,36,12.48,1.35
Fall,Nov,Monday,weekday,4,4 AM,casual,36,6.18,0.9
Spring,Mar,Saturday,weekend,5,5 AM,casual,36,12.41,1.04
